company_name,rating,reviews,company_type,headquarters,years_old,emp_count
Hindustan Media Ventures,4,143,Public,Delhi/NCR +29 more,106 years old,1k-5k Employees
University of Delhi,4.2,143,Public,Delhi/NCR +4 more,102 years old,10k-50k Employees
United Nations Development Programme,4.3,143,Public,New York +45 more,59 years old,201-500 Employees
Goodluck,3.9,142,Public,Ghaziabad +18 more,38 years old,1k-5k Employees
Linc,3.7,142,Public,Kolkata +25 more,48 years old,1k-5k Employees
Sika,3.9,141,Public,Baar +25 more,114 years old,201-500 Employees
Indian Terrain Fashions,4,139,Public,Chennai +36 more,24 years old,201-500 Employees
Relyon Softech,4,139,Public,Bangalore +15 more,23 years old,501-1k Employees
The Hindu Group,4,146,Public,Chennai +17 more,146 years old,1k-5k Employees
Alp Consulting,3.3,146,Public,Bengaluru/Bangalore +15 more,28 years old,201-500 Employees
Ester Industries,4.2,145,Public,Gurgaon +6 more,39 years old,501-1k Employees
Ruloans,3.9,143,Public,Mumbai +32 more,28 years old,51-200 Employees (Global)
RattanIndia Power,3.6,141,Public,Delhi/NCR +7 more,17 years old,1k-5k Employees
Sigachi Industries,3.9,141,Public,Hyderabad +11 more,35 years old,201-500 Employees
Sulphur Mills,4,140,Public,Mumbai +22 more,64 years old,201-500 Employees
TIL,3.4,137,Public,Kolkata +17 more,80 years old,1k-5k Employees
Autoline Industries,3.9,137,Public,Pune +14 more,21 years old,1k-5k Employees
Lloyd Electric & Engineering,4,137,Public,Delhi/NCR +34 more,35 years old,11-50 Employees
Zodiac Clothing Company,3.7,137,Public,Mumbai +23 more,40 years old,1k-5k Employees
Repro India,3.8,143,Public,Mumbai +12 more,40 years old,501-1k Employees
Kopran,3.6,140,Public,Mumbai +15 more,66 years old,501-1k Employees
WPIL,3.8,140,Public,Kolkata +23 more,72 years old,201-500 Employees
Apollo Pipes,4,140,Public,Delhi/NCR +28 more,24 years old,201-500 Employees
Utkal Alumina International,4,139,Public,Rayagada +10 more,31 years old,11-50 Employees
SeQuent Scientific,3.7,139,Public,Mumbai +12 more,39 years old,501-1k Employees
Chembond Chemicals,3.9,137,Public,Mumbai +19 more,51 years old,51-200 Employees
DAEWOO E&C,4.4,134,Public,Seoul +16 more,51 years old,5k-10k Employees (Global)
Pontika Aerotech,3.9,140,Public,Sirmour +4 more,7 years old,51-200 Employees
Meghmani Industries,3.7,138,Public,Charlotte +15 more,38 years old,1-10 Employees
IFB Agro Industries,4.3,138,Public,Kolkata +25 more,42 years old,1k-5k Employees
Suven Life Sciences,3.7,138,Public,Hyderabad/Secunderabad +6 more,35 years old,51-200 Employees
Sagarsoft,4.5,137,Public,Hyderabad/Secunderabad +2 more,28 years old,51-200 Employees
Cooper-Standard Automotive,4.2,137,Public,Northville +11 more,64 years old,201-500 Employees
Vishnu Chemicals,3.9,136,Public,Hyderabad/Secunderabad +10 more,34 years old,201-500 Employees
Mafatlal Industries,4.2,135,Public,Mumbai +11 more,111 years old,Public
Sical Logistics,3.8,135,Public,Chennai +21 more,69 years old,201-500 Employees
Campus Activewear,4.2,151,Public,New Delhi +24 more,18 years old,1k-5k Employees
Bodal Chemicals,3.8,143,Public,Ahmedabad +17 more,38 years old,201-500 Employees
BillDesk,3.6,141,Public,Mumbai +14 more,24 years old,201-500 Employees (Global)
NSK,4.1,139,Public,Tokyo +17 more,108 years old,51-200 Employees
AYM Syntex,3.9,138,Public,Mumbai +6 more,39 years old,1k-5k Employees
Fermenta Biotech,4.3,137,Public,Thane +11 more,73 years old,501-1k Employees
Psychotropics India,4.1,137,Public,Faridabad +9 more,37 years old,201-500 Employees
Peninsula Land,3.8,137,Public,Mumbai +6 more,27 years old,501-1k Employees
Tirupati Group,4.1,138,Public,Sirmour +11 more,19 years old,1k-5k Employees
Connect Broadband,4.1,136,Public,Ajitgarh +16 more,78 years old,11-50 Employees
Vishay Precision Transducers,3.8,135,Public,Basingstoke +6 more,14 years old,1k-5k Employees
KMC Constructions,3.6,135,Public,Chennai +25 more,27 years old,201-500 Employees
SMC Power Generation,3.8,134,Public,New Delhi +10 more,24 years old,501-1k Employees
First Abu Dhabi Bank,3.2,134,Public,Abu Dhabi +7 more,7 years old,201-500 Employees
JBF Industries,4,134,Public,Mumbai +6 more,42 years old,201-500 Employees
KWALITY DAIRY (INDIA),4.6,132,Public,New Delhi +15 more,32 years old,1k-5k Employees
Chiripal Poly Films,4.3,137,Public,Ahmedabad +8 more,12 years old,501-1k Employees
Globus Spirits,3.7,136,Public,New Delhi +16 more,32 years old,1k-5k Employees
Ganesh Grains,3,134,Public,Kolkata +19 more,88 years old,51-200 Employees
Club Oxygen,4.2,134,Public,Mumbai +27 more,6 years old,201-500 Employees
CTR Manufacturing Industries,3.7,133,Public,Pune +9 more,60 years old,51-200 Employees
Bygging India,4.2,133,Public,Mumbai +25 more,41 years old,201-500 Employees
Amco Batteries,4.2,132,Public,Chennai +25 more,69 years old,201-500 Employees
Joannou & Paraskevaides,3.9,131,Public,Guernsey +19 more,63 years old,1-10 Employees
Schreiber Dynamix Dairies,4.4,137,Public,Mumbai +7 more,31 years old,501-1k Employees
ARB Bearings,3.7,137,Public,Delhi/NCR +11 more,34 years old,201-500 Employees
Emami Frank Ross,3.8,134,Public,Kolkata +14 more,118 years old,201-500 Employees
EICHER TRUCKS AND BUSES,4.4,134,Public,New Delhi +42 more,16 years old,1k-5k Employees
Border Roads Organisation,4.2,133,Public,New Delhi +23 more,64 years old,5k-10k Employees
TVS Upasana Engineering,3.5,133,Public,Chennai +5 more,39 years old,51-200 Employees
Btl Epc,3.2,137,Public,Kolkata +16 more,61 years old,501-1k Employees
Roots Multiclean,4,135,Public,Coimbatore +21 more,32 years old,1k-5k Employees
India Power Corporation,3.4,135,Public,Kolkata +6 more,105 years old,201-500 Employees
ASSA ABLOY,3.7,133,Public,Stockholm +26 more,19 years old,51-200 Employees
Godrej Tyson Food,4.3,132,Public,Mumbai +27 more,16 years old,201-500 Employees
Donear Industries,3.5,131,Public,Mumbai +11 more,47 years old,1k-5k Employees
DQ Entertainment,3.6,131,Public,Hyderabad/Secunderabad +2 more,17 years old,51-200 Employees
Ajnara India,3.6,128,Public,Noida +3 more,33 years old,201-500 Employees
Kwality Pharmaceuticals,4,137,Public,Amritsar +6 more,41 years old,501-1k Employees
Sundaram Home Finance,4.2,132,Public,Chennai +50 more,25 years old,1k-5k Employees
Axa Parenterals,4.1,131,Public,Roorkee +7 more,19 years old,201-500 Employees
Sangam India,3.7,130,Public,Bhilwara +14 more,40 years old,1k-5k Employees
SHARON BIO MEDICINE,4.2,130,Public,Mumbai +5 more,35 years old,501-1k Employees
Ksk Energy Ventures,4.4,129,Public,Hyderabad/Secunderabad +15 more,23 years old,1k-5k Employees
Coastal Projects,3.9,128,Public,Hyderabad/Secunderabad +16 more,29 years old,5k-10k Employees (Global)
Sri Chaitanya Schools,3.9,132,Public,Hyderabad +37 more,38 years old,11-50 Employees
RLabs Enterprise Services,3.8,132,Public,Hyderabad/Secunderabad +11 more,11 years old,1k-5k Employees
FCS Software Solutions,3.4,131,Public,Noida +13 more,30 years old,1k-5k Employees
Air India Engineering Services,3.9,130,Public,Delhi/NCR +10 more,20 years old,501-1k Employees
Prestige Estates Projects,4.5,129,Public,Bangalore/Bengaluru +7 more,38 years old,1k-5k Employees
ABC Bearings,4.1,129,Public,Mumbai +22 more,63 years old,201-500 Employees
Aksh Optifibre,3.6,128,Public,Delhi/NCR +12 more,38 years old,201-500 Employees
Thejo Engineering,3.8,133,Public,Chennai +27 more,50 years old,501-1k Employees
Sarda Energy & Minerals,4.3,131,Public,Raipur +5 more,51 years old,1k-5k Employees
Adani Transmission,4,130,Public,Ahmedabad +40 more,11 years old,501-1k Employees
Naga,3.8,134,Public,Dindigul +14 more,62 years old,1k-5k Employees
Videocon Industries Ltd.,4.1,131,Public,Mumbai +39 more,45 years old,5k-10k Employees
Savita Oil Technologies,4.2,129,Public,Mumbai +18 more,63 years old,1k-5k Employees
AGIO Pharmaceuticals,2.4,128,Public,Massachusetts +7 more,33 years old,201-500 Employees
Intense Technologies,4.1,128,Public,Hyderabad/Secunderabad +12 more,34 years old,501-1k Employees
Airproducts,4,128,Public,Trexlertown +7 more,84 years old,501-1k Employees
Mahindra Two Wheelers,4.1,127,Public,Pune +34 more,16 years old,501-1k Employees
Sahyadri Industries,3.8,130,Public,Pune +22 more,77 years old,501-1k Employees
Aster Cmi Hospital,4.1,129,Public,Bangalore/Bengaluru +4 more,37 years old,201-500 Employees
PwC,3.6,7.3k,Conglomerate,London +93 more,144 years old,10k-50k Employees
Shapoorji Pallonji Group,4.2,4.5k,Conglomerate,Mumbai +166 more,159 years old,5k-10k Employees
Megha Engineering & Infrastructures,4,4.3k,Conglomerate,Hyderabad/Secunderabad +301 more,35 years old,5k-10k Employees
Vivo,4.1,4.2k,Conglomerate,Gurgaon/Gurugram +376 more,15 years old,5k-10k Employees
Future Group,4.3,3.2k,Conglomerate,Mumbai +203 more,11 years old,10k-50k Employees
Muthoot Fincorp,4.1,3.2k,Conglomerate,Trivandrum/Thiruvananthapuram +548 more,137 years old,10k-50k Employees
Randstad,3.9,3k,Conglomerate,Chennai +266 more,32 years old,5k-10k Employees
Cogent E Services,3.4,2.5k,Conglomerate,Noida +37 more,20 years old,10k-50k Employees
PNB MetLife,3.5,2.5k,Conglomerate,Mumbai +329 more,23 years old,5k-10k Employees
Tata Technologies,3.8,2.1k,Conglomerate,Singapore +40 more,35 years old,5k-10k Employees
Landmark Group,4.1,2.1k,Conglomerate,Dubai Marina +139 more,51 years old,1k-5k Employees
Aditya Birla Group,4.1,1.9k,Conglomerate,Mumbai +223 more,167 years old,1 Lakh+ Employees
DS Group,4.1,1.9k,Conglomerate,Noida +210 more,95 years old,1k-5k Employees
Reliance Trends,4.4,1.7k,Conglomerate,Navi Mumbai +341 more,18 years old,1 Lakh+ Employees
Foundever,3.8,1.7k,Conglomerate,Miami +16 more,39 years old,5k-10k Employees
Sopra Steria,4,1.6k,Conglomerate,Paris +15 more,56 years old,5k-10k Employees
Tata Motors Finance,4.2,1.5k,Conglomerate,Mumbai +225 more,67 years old,1k-5k Employees
Cargill,4.2,1.5k,Conglomerate,Wayzata +91 more,159 years old,1k-5k Employees
Kotak Securities,3.7,1.4k,Conglomerate,Mumbai +117 more,30 years old,5k-10k Employees
Big Bazaar,4.3,1.4k,Conglomerate,Mumbai +157 more,23 years old,10k-50k Employees
Safexpress,4.1,1.4k,Conglomerate,Delhi/NCR +142 more,27 years old,1k-5k Employees
Reckitt Benckiser,4,1.4k,Conglomerate,Slough +115 more,25 years old,1k-5k Employees
Cavinkare,4,1.3k,Conglomerate,Chennai +150 more,41 years old,1k-5k Employees
Haier Appliances India,4.1,1.3k,Conglomerate,Qingdao +110 more,20 years old,1k-5k Employees
DHL Express,4.1,1.3k,Conglomerate,Bonn +84 more,45 years old,1k-5k Employees
Tata Group,4.3,1.3k,Conglomerate,Mumbai +154 more,156 years old,1 Lakh+ Employees
VLCC,3.7,1.1k,Conglomerate,Delhi/NCR +100 more,35 years old,1k-5k Employees
JSW Cement,4.1,892,Conglomerate,Mumbai +110 more,15 years old,1k-5k Employees
Sahara India Pariwar,3.8,885,Conglomerate,Lucknow +224 more,46 years old,5k-10k Employees
Shriram Life Insurance,3.8,878,Conglomerate,Hyderabad/Secunderabad +223 more,19 years old,1k-5k Employees
ThyssenKrupp Industries India,4.2,800,Conglomerate,Pune +44 more,77 years old,1k-5k Employees
Metropolis Healthcare,4.1,732,Conglomerate,Mumbai +83 more,44 years old,1k-5k Employees
THE LEELA PALACES HOTELS & RESORTS,4,694,Conglomerate,Mumbai +28 more,41 years old,1k-5k Employees
Kalpataru Group,3.9,676,Conglomerate,Mumbai +61 more,55 years old,1k-5k Employees
Signify,3.6,642,Conglomerate,Eindhoven +66 more,8 years old,1k-5k Employees
Bpo Convergence,3.6,599,Conglomerate,Bhubaneswar +30 more,10 years old,1k-5k Employees
Swaraj Tractors,4.2,615,Conglomerate,Mumbai +78 more,62 years old,1k-5k Employees
JSW Group,4.1,573,Conglomerate,Mumbai +72 more,42 years old,10k-50k Employees
Ingram Micro,3.9,563,Conglomerate,Irvine +44 more,45 years old,1k-5k Employees
OMICS International,2.6,515,Conglomerate,Hyderabad/Secunderabad +5 more,17 years old,1k-5k Employees
Ge India Industrial,4.3,507,Conglomerate,Bangalore +20 more,122 years old,201-500 Employees
AVTEC,3.8,497,Conglomerate,Delhi/NCR +20 more,19 years old,1k-5k Employees
Dodsal Engineering & Construction,4.4,456,Conglomerate,Dubai +34 more,41 years old,501-1k Employees
Bahwan Engineering,4.2,425,Conglomerate,Ruwi +20 more,47 years old,201-500 Employees
Baker Hughes,4.1,416,Conglomerate,Boston  +33 more,8 years old,1k-5k Employees
DB Schenker,4.3,369,Conglomerate,Essen +30 more,34 years old,1k-5k Employees
PayU Payments,3.8,374,Conglomerate,Amsterdam +16 more,22 years old,1k-5k Employees
Karvy Financial Services,3.7,332,Conglomerate,Hyderabad/Secunderabad +44 more,43 years old,51-200 Employees
Sapiens,3.6,346,Conglomerate,Holon +8 more,42 years old,1k-5k Employees
Toshiba JSW Power Systems,4.3,318,Conglomerate,Chiyoda-ku +13 more,11 years old,501-1k Employees
Globus Infocom,4.8,284,Conglomerate,Noida +20 more,23 years old,201-500 Employees
Kores,3.8,281,Conglomerate,Mumbai +33 more,88 years old,1k-5k Employees
LuLu Group International,3.9,279,Conglomerate,Abu Dhabi +35 more,58 years old,1k-5k Employees
Shriram Group,4.1,265,Conglomerate,Chennai +119 more,50 years old,50k-1 Lakh Employees
Freecharge,4.1,268,Conglomerate,Gurgaon +32 more,14 years old,501-1k Employees
Core Integra Consulting Services,3.6,255,Conglomerate,Mumbai +62 more,13 years old,501-1k Employees
Muthoot Pappachan Group,4,252,Conglomerate,Trivandrum/Thiruvananthapuram +75 more,137 years old,10k-50k Employees
CK Birla Group,4.2,244,Conglomerate,Delhi/NCR +44 more,162 years old,1k-5k Employees
Essel Group,4.1,241,Conglomerate,Bangalore / Bengaluru +37 more,98 years old,10k-50k Employees
Roche Diagnostics,3.8,242,Conglomerate,Basel +27 more,128 years old,201-500 Employees
Mahagun India,3.4,235,Conglomerate,Noida +6 more,29 years old,501-1k Employees
Murugappa Group,4,233,Conglomerate,Chennai +65 more,124 years old,50k-1 Lakh Employees
STAR,4.2,217,Conglomerate,Mumbai +28 more,30 years old,1k-5k Employees
Škoda Auto India,4.4,209,Conglomerate,Aurangabad +32 more,23 years old,1k-5k Employees
Walsons Facility Solutions,4,203,Conglomerate,Gurgaon/Gurugram +32 more,28 years old,5k-10k Employees
GITAM University,4,202,Conglomerate,Visakhapatnam +8 more,44 years old,1k-5k Employees
Bacardi,3.9,186,Conglomerate,Hamilton +49 more,162 years old,201-500 Employees
Dentsu Aegis Network,3.6,184,Conglomerate,London +12 more,35 years old,1k-5k Employees
Biotique,3.8,178,Conglomerate,Ghaziabad +22 more,24 years old,501-1k Employees
Vertex,3.6,176,Conglomerate,King Of Prussia +22 more,35 years old,501-1k Employees
SRM Technologies Pvt.Ltd,3.6,183,Conglomerate,Chennai +11 more,26 years old,1k-5k Employees
Al-Futtaim Group,4.4,171,Conglomerate,Dubai +15 more,94 years old,501-1k Employees
Sukhbir Agro Energy,3.7,170,Conglomerate,Delhi/NCR +23 more,25 years old,201-500 Employees
Daffodil Software,3.6,166,Conglomerate,Grandville +6 more,25 years old,501-1k Employees
Continuum Managed Services,4,155,Conglomerate,Tampa +4 more,19 years old,51-200 Employees
Adcock Ingram,3.9,148,Conglomerate,Abu Dhabi +10 more,134 years old,201-500 Employees
Wave Infratech,3.9,140,Conglomerate,Noida +7 more,61 years old,1k-5k Employees
Carnival Group,4,133,Conglomerate,Mumbai +35 more,17 years old,51-200 Employees
Reliance Group,4.3,128,Conglomerate,Mumbai +35 more,58 years old,1 Lakh+ Employees
BYJU'S,3.1,15.2k,Indian Unicorn,Bangalore +307 more,13 years old,10k-50k Employees
Udaan,4,4.9k,Indian Unicorn,Bangalore +339 more,8 years old,Indian Unicorn
BigBasket,4,4k,Indian Unicorn,Bangalore +116 more,13 years old,10k-50k Employees
Oyo Rooms,3.4,3.5k,Indian Unicorn,Gurgaon +116 more,11 years old,1k-5k Employees
Swiggy,3.9,3.5k,Indian Unicorn,Bangalore +191 more,10 years old,5k-10k Employees
CARS24,3.7,2.9k,Indian Unicorn,Gurgaon +149 more,9 years old,5k-10k Employees
Lenskart,3.3,2.4k,Indian Unicorn,Faridabad +169 more,14 years old,5k-10k Employees
ElasticRun,3.4,2.1k,Indian Unicorn,Pune +347 more,8 years old,1k-5k Employees
BlackBuck,3.9,2k,Indian Unicorn,Bangalore +319 more,9 years old,1k-5k Employees
Ola Cabs,3.5,1.9k,Indian Unicorn,Bangalore +97 more,14 years old,1k-5k Employees
XpressBees,3.8,1.9k,Indian Unicorn,Pune +238 more,9 years old,5k-10k Employees
Rivigo,3.9,1.8k,Indian Unicorn,Gurgaon +151 more,10 years old,1k-5k Employees
Blinkit,3.9,1.7k,Indian Unicorn,Gurgaon +64 more,11 years old,1k-5k Employees
PhonePe,4.1,1.7k,Indian Unicorn,Bangalore +239 more,9 years old,5k-10k Employees
NoBroker,3.2,1.7k,Indian Unicorn,Bangalore +37 more,10 years old,1k-5k Employees
Unacademy,3.3,1.6k,Indian Unicorn,Bangalore +57 more,9 years old,1k-5k Employees
upGrad,3.8,1.5k,Indian Unicorn,San Francisco +38 more,9 years old,5k-10k Employees
Meesho,3.7,1.4k,Indian Unicorn,Bengaluru/Bangalore +100 more,9 years old,5k-10k Employees
Vedantu,3.4,1.4k,Indian Unicorn,Bangalore +53 more,13 years old,1k-5k Employees
CitiusTech,3.5,1.4k,Indian Unicorn,New Jersey +14 more,19 years old,1k-5k Employees
FirstCry,3.8,1.2k,Indian Unicorn,Pune +147 more,14 years old,1k-5k Employees
Ola Electric Mobility,3.4,1.2k,Indian Unicorn,Bangalore +172 more,7 years old,5k-10k Employees
Spinny,3.9,1.1k,Indian Unicorn,Gurgaon +43 more,9 years old,1k-5k Employees
Pine Labs,3.7,1k,Indian Unicorn,Noida +79 more,26 years old,1k-5k Employees
Physicswallah,3.9,1.1k,Indian Unicorn,Noida +72 more,5 years old,10k-50k Employees
LivSpace,3.5,1k,Indian Unicorn,Bangalore +38 more,9 years old,1k-5k Employees
PharmEasy,3.7,910,Indian Unicorn,Mumbai +56 more,9 years old,1k-5k Employees
Urban Company,3.5,890,Indian Unicorn,Gurgaon +52 more,9 years old,1k-5k Employees
Pristyn Care,3.7,832,Indian Unicorn,Delhi +27 more,6 years old,1k-5k Employees
CarDekho,3.7,794,Indian Unicorn,Jaipur +68 more,16 years old,1k-5k Employees
Mu Sigma,2.8,766,Indian Unicorn,Northbrook +11 more,20 years old,1k-5k Employees
LEAD School,3.3,688,Indian Unicorn,Mumbai +87 more,11 years old,1k-5k Employees
Infra.Market,4.2,685,Indian Unicorn,Thane +75 more,8 years old,1k-5k Employees
Rebel Foods,3.8,667,Indian Unicorn,Mumbai +60 more,12 years old,5k-10k Employees
Cult.fit,3.8,690,Indian Unicorn,Bangalore +35 more,8 years old,1k-5k Employees
Snapdeal,3.9,654,Indian Unicorn,Delhi +30 more,14 years old,1k-5k Employees
Zepto,3.7,655,Indian Unicorn,Mumbai +29 more,3 years old,1k-5k Employees
Fractal Analytics,4.1,605,Indian Unicorn,New York City +13 more,24 years old,1k-5k Employees
Zetwerk Manufacturing Businesses,4.1,557,Indian Unicorn,Bangalore +77 more,6 years old,1k-5k Employees
ShareChat,3.6,518,Indian Unicorn,Bangalore +37 more,9 years old,1k-5k Employees
Quikr,3.9,491,Indian Unicorn,Bangalore +24 more,16 years old,1k-5k Employees
DealShare,3.4,456,Indian Unicorn,Jaipur +45 more,6 years old,1k-5k Employees
Licious,3.8,456,Indian Unicorn,Bangalore +33 more,9 years old,1k-5k Employees
Moglix,3.6,430,Indian Unicorn,Singapore +34 more,9 years old,501-1k Employees
Razorpay,3.8,405,Indian Unicorn,Bangalore +22 more,10 years old,1k-5k Employees
Ofbusiness,3.1,357,Indian Unicorn,Gurgaon +31 more,9 years old,1k-5k Employees
ACKO,3.9,364,Indian Unicorn,Bengaluru/Bangalore +9 more,8 years old,1k-5k Employees
BharatPe,3.7,311,Indian Unicorn,Bangalore +66 more,6 years old,201-500 Employees
Innovaccer,3.2,281,Indian Unicorn,San Francisco +5 more,10 years old,1k-5k Employees
InCred Finance,4,269,Indian Unicorn,Mumbai +31 more,8 years old,1k-5k Employees
Icertis,3.7,238,Indian Unicorn,Pune +3 more,15 years old,1k-5k Employees
LeadSquared,2.9,241,Indian Unicorn,Bangalore +14 more,13 years old,1k-5k Employees
Purplle.com,3.8,219,Indian Unicorn,Mumbai +17 more,13 years old,201-500 Employees
Zeta,3.4,207,Indian Unicorn,Bangalore +12 more,9 years old,501-1k Employees
ShipRocket,3.4,208,Indian Unicorn,Delhi +8 more,12 years old,201-500 Employees
Shopclues,3.8,189,Indian Unicorn,Gurgaon +7 more,13 years old,1k-5k Employees
Faasos Food Services,4,176,Indian Unicorn,Pune +17 more,14 years old,1k-5k Employees
Groww,3.9,176,Indian Unicorn,Bangalore +10 more,7 years old,1k-5k Employees
Darwinbox,3.5,173,Indian Unicorn,Hyderabad +9 more,9 years old,501-1k Employees
InMobi,3.7,153,Indian Unicorn,Bangalore / Bengaluru +5 more,17 years old,501-1k Employees
Droom,3.7,150,Indian Unicorn,Gurgaon +1 more,10 years old,201-500 Employees
Slice,3.2,142,Indian Unicorn,New York City +6 more,9 years old,1k-5k Employees
Yubi,2.6,138,Indian Unicorn,Bangalore / Bengaluru +9 more,7 years old,501-1k Employees
Upstox,3.8,132,Indian Unicorn,Mumbai +17 more,13 years old,1k-5k Employees
Upstox,3.8,132,Indian Unicorn,Mumbai +17 more,13 years old,1k-5k Employees
MyGlamm,3.6,131,Indian Unicorn,Mumbai +28 more,9 years old,501-1k Employees
Open Financial Technologies Private Limited,3.5,133,Indian Unicorn,Bangalore +9 more,7 years old,201-500 Employees
Wipro Infotech,4,2.5k,MNC,Bangalore +119 more,79 years old,1 Lakh+ Employees (Global)
Marble Box,4.3,373,MNC,Kolkata +5 more,22 years old,501-1k Employees
DATAMARK BPO SERVICE (P) LTD,3.7,360,MNC,El Paso +9 more,35 years old,1k-5k Employees
SkillRecruit,4.7,292,MNC,Gurgaon / Gurugram +14 more,19 years old,201-500 Employees
Aditi Consulting,3.8,132,MNC,Bellevue +4 more,13 years old,501-1k Employees
Cognizant,3.9,43.3k,Forbes Global 2000,Teaneck. New Jersey. +167 more,30 years old,1 Lakh+ Employees
Teleperformance,3.7,23.1k,Forbes Global 2000,Paris +191 more,46 years old,50k-1 Lakh Employees
HSBC Group,4.1,6.9k,Forbes Global 2000,Pune +60 more,159 years old,10k-50k Employees
Ericsson,4.3,6.7k,Forbes Global 2000,Stockholm +151 more,148 years old,10k-50k Employees
JLL,4.2,4.3k,Forbes Global 2000,Mumbai +72 more,25 years old,10k-50k Employees
CGI Group,4.1,3.9k,Forbes Global 2000,Montreal +30 more,48 years old,10k-50k Employees
Hewlett Packard Enterprise,4.3,3.7k,Forbes Global 2000,Houston +90 more,9 years old,10k-50k Employees
IQVIA,4,3.7k,Forbes Global 2000,Durham +44 more,42 years old,10k-50k Employees
BNY Mellon,4.1,3.6k,Forbes Global 2000,New York City +16 more,20 years old,10k-50k Employees
Schneider Electric,4.2,3.6k,Forbes Global 2000,Paris +117 more,25 years old,10k-50k Employees
Amdocs,4,3.5k,Forbes Global 2000,Chesterfield +15 more,42 years old,10k-50k Employees
CBRE,4.3,3.5k,Forbes Global 2000,Los Angeles +76 more,118 years old,10k-50k Employees
BT Group,4.1,3.4k,Forbes Global 2000,London +18 more,178 years old,10k-50k Employees
Dell,4.2,3.3k,Forbes Global 2000,Round Rock +102 more,40 years old,10k-50k Employees
Viatris,4.3,3.1k,Forbes Global 2000,Canonsburg +71 more,4 years old,10k-50k Employees
Sodexo,4.1,2.8k,Forbes Global 2000,Issy les Moulineaux +133 more,16 years old,10k-50k Employees
Automatic Data Processing (ADP),4.1,2.8k,Forbes Global 2000,New Jersey +27 more,75 years old,1k-5k Employees
American Express,4.2,2.8k,Forbes Global 2000,New York City +45 more,174 years old,10k-50k Employees
UnitedHealth,4.1,2.7k,Forbes Global 2000,Minnetonka +16 more,47 years old,10k-50k Employees
Atos,3.8,2.7k,Forbes Global 2000,Vilnius +41 more,27 years old,10k-50k Employees
Barclays,4,2.6k,Forbes Global 2000,London +31 more,334 years old,10k-50k Employees
Alstom Transportation,3.9,2.2k,Forbes Global 2000,Saint-Ouen +67 more,96 years old,5k-10k Employees
Flex,4.1,2.1k,Forbes Global 2000,San Jose +39 more,55 years old,5k-10k Employees
State Street Corporation,3.9,2.2k,Forbes Global 2000,Boston +20 more,232 years old,10k-50k Employees
McDonald's,4.2,2.1k,Forbes Global 2000,Chicago +138 more,69 years old,1k-5k Employees
Walmart,4,2.1k,Forbes Global 2000,Bangalore/Bengaluru +79 more,15 years old,5k-10k Employees
Nokia,4.2,2.1k,Forbes Global 2000,Espoo +152 more,159 years old,10k-50k Employees
Fiserv,3.6,2k,Forbes Global 2000,Brookfield +29 more,40 years old,5k-10k Employees
Fujitsu,3.9,1.8k,Forbes Global 2000,Bangalore/Bengaluru +29 more,89 years old,5k-10k Employees
Bureau Veritas,4,1.6k,Forbes Global 2000,Paris La Défense +113 more,196 years old,1k-5k Employees
Gallagher,3.9,1.6k,Forbes Global 2000,Rolling Meadows +16 more,97 years old,10k-50k Employees
KIA MOTORS,3.9,1.5k,Forbes Global 2000,Seoul +138 more,80 years old,1k-5k Employees
Thomson Reuters,4.2,1.5k,Forbes Global 2000,Toronto +24 more,16 years old,5k-10k Employees
SAP,4.3,1.5k,Forbes Global 2000,Walldorf +45 more,52 years old,10k-50k Employees
Microsoft Corporation,4.1,1.5k,Forbes Global 2000,Sunnyvale +44 more,49 years old,10k-50k Employees
SGS,4,1.4k,Forbes Global 2000,Geneva +112 more,146 years old,Forbes Global 2000
Honda,4.2,1.4k,Forbes Global 2000,Greater Noida +199 more,39 years old,10k-50k Employees
MetLife,4.3,1.4k,Forbes Global 2000,New York +39 more,16 years old,1k-5k Employees
Philips,3.9,1.4k,Forbes Global 2000,Amsterdam +85 more,94 years old,5k-10k Employees
NCR Corporation,4.1,1.4k,Forbes Global 2000,Atlanta +80 more,140 years old,5k-10k Employees
Allstate,4,1.4k,Forbes Global 2000,Bangalore/Bengaluru +9 more,12 years old,5k-10k Employees
Metro Cash & Carry,4.3,1.3k,Forbes Global 2000,Bangalore/Bengaluru +78 more,21 years old,1k-5k Employees
SS&C TECHNOLOGIES,3.6,1.4k,Forbes Global 2000,Windsor Locks +25 more,38 years old,5k-10k Employees
Adecco Group,3.8,1.3k,Forbes Global 2000,Zurich +126 more,25 years old,1k-5k Employees
KONE,4.3,1.3k,Forbes Global 2000,Chennai +65 more,114 years old,5k-10k Employees
Saint-Gobain,4,1.3k,Forbes Global 2000,Paris +91 more,359 years old,10k-50k Employees
Johnson & Johnson,4.2,1.3k,Forbes Global 2000,New Brunswick +139 more,67 years old,1k-5k Employees
Verizon,4.2,1.3k,Forbes Global 2000,New York City +11 more,24 years old,5k-10k Employees
Hyatt Regency,4.2,1.3k,Forbes Global 2000,New Delhi +44 more,44 years old,1k-5k Employees
UBS,3.9,1.2k,Forbes Global 2000,Zurich +30 more,9 years old,5k-10k Employees
Orange Business,4.3,1.2k,Forbes Global 2000,Paris +46 more,32 years old,1k-5k Employees
BNP Paribas,3.9,1.2k,Forbes Global 2000,Paris +22 more,176 years old,10k-50k Employees
